city,date,pm25,pm10,no2,so2,aqi
Delhi,10-04-2021,434.8,175.9,141.4,57,190.5
Mumbai,10-04-2021,260,184,7.7,99.3,438.1
Chennai,10-04-2021,419.5,13.6,110.2,85.4,320.9
Kolkata,10-04-2021,234,73.6,38,20.9,458.7
Bangalore,10-04-2021,494.5,265.5,60.7,91.3,458.4
Delhi,11-04-2021,404.5,162.3,11.3,2.6,471.1
Mumbai,11-04-2021,145.2,136.8,135.6,83.7,477.4
Chennai,11-04-2021,119.3,32.6,81.2,62.1,137
Kolkata,11-04-2021,75.7,459,17.5,5.4,365.6
Bangalore,11-04-2021,459.6,519.6,89.7,82.1,131.9
Delhi,12-04-2021,32.9,219.3,69.3,90.3,434.5
Mumbai,12-04-2021,199.7,262.7,137.8,81.4,173.1
Chennai,12-04-2021,262.7,105.5,147.5,34.2,491
Kolkata,12-04-2021,498.4,301.7,69.8,71.9,270.8
Bangalore,12-04-2021,240.8,19.6,147.3,27.4,152.3
Delhi,13-04-2021,69.6,427.9,57.2,42.5,425.3
Mumbai,13-04-2021,300.9,544.4,8.2,7.1,417.9
Chennai,13-04-2021,483.8,145.4,138.2,48.2,253.8
Kolkata,13-04-2021,227.6,76.1,35.4,11.3,180.3
Bangalore,13-04-2021,25.5,308,85.9,84.1,364.3
Delhi,14-04-2021,224.3,566.6,132.9,74.9,112
Mumbai,14-04-2021,217.7,36.1,50.9,5.3,378
Chennai,14-04-2021,418.1,174.6,134.3,52.3,192.8
Kolkata,14-04-2021,89.4,24.8,47.2,34.1,166.9
Bangalore,14-04-2021,465.5,254.6,72.5,73.6,381.3
Delhi,15-04-2021,476.3,580.5,14,57.8,186.9
Mumbai,15-04-2021,45.6,457.7,143.2,86.5,370.7
Chennai,15-04-2021,280.2,250,36.8,71.2,184
Kolkata,15-04-2021,231.5,551.8,74.9,33.4,343.4
Bangalore,15-04-2021,393.7,157.2,9.2,97,186.1
Delhi,16-04-2021,492.7,587.1,124.2,85.5,424
Mumbai,16-04-2021,446.3,584.9,40.8,86.1,96.9
Chennai,16-04-2021,111.8,387.5,27.8,82.8,416.7
Kolkata,16-04-2021,419.7,262.1,2.7,34.7,350.4
Bangalore,16-04-2021,407.1,329.8,52.1,35.2,244.4
Delhi,17-04-2021,280.9,278.2,51.8,7.2,406.2
Mumbai,17-04-2021,390.1,81.2,12.3,61.5,74.4
Chennai,17-04-2021,205.8,115.6,124,68.4,112.8
Kolkata,17-04-2021,207.8,70.4,11.2,89.3,447
Bangalore,17-04-2021,334.3,434.5,138.8,44.4,281.6
Delhi,18-04-2021,202.9,452.9,86.9,28.7,10.3
Mumbai,18-04-2021,184.3,410.8,24.7,9.6,231.9
Chennai,18-04-2021,246.5,32.9,76.5,22.8,164.3
Kolkata,18-04-2021,415.1,313.4,99,94.3,135.7
Bangalore,18-04-2021,69.8,123.1,119.2,4.8,244.3
Delhi,19-04-2021,353.7,483.6,41.9,35.9,231.6
Mumbai,19-04-2021,322.3,93.8,126.5,80.8,375.1
Chennai,19-04-2021,52.4,196.6,61.4,28.5,324.7
Kolkata,19-04-2021,479.8,428.7,141.9,40.2,364
Bangalore,19-04-2021,305.2,164.1,140.3,82.5,376.4
Delhi,20-04-2021,80.6,58.8,121.6,20.2,455.2
Mumbai,20-04-2021,152,18.5,22.5,89.2,352.4
Chennai,20-04-2021,494.9,451.7,46.2,98.7,28.6
Kolkata,20-04-2021,486.2,207.2,54.5,86.7,136.9
Bangalore,20-04-2021,87.3,316.2,48.3,62.3,218.2
Delhi,21-04-2021,7.6,343.4,139.5,23.8,333.7
Mumbai,21-04-2021,188.2,80.7,132.5,20,275.6
Chennai,21-04-2021,280.8,368.3,102.1,43.5,363.9
Kolkata,21-04-2021,136.5,350.9,141.5,43.8,159.7
Bangalore,21-04-2021,207,72.6,99,38.6,147
Delhi,22-04-2021,79.8,287.3,142.4,15.7,0.6
Mumbai,22-04-2021,59,376.9,129.7,99.2,194.8
Chennai,22-04-2021,219,462.6,20.2,24.5,369.4
Kolkata,22-04-2021,366.9,299.2,73.6,50.1,403.9
Bangalore,22-04-2021,79.4,409.6,144.9,88.2,243.7
Delhi,23-04-2021,293.8,599.8,95.3,37.2,291.2
Mumbai,23-04-2021,463.8,340.1,23.4,25.7,343.5
Chennai,23-04-2021,160.9,532.2,105.6,23,451.7
Kolkata,23-04-2021,478.3,197.1,20.4,59,145.3
Bangalore,23-04-2021,430.5,505.1,121.3,0.5,82.3
Delhi,24-04-2021,478.6,153.2,12.6,71.3,379.4
Mumbai,24-04-2021,484.7,382.6,126,98.7,282.4
Chennai,24-04-2021,21.8,174.9,12.8,95.8,319.7
Kolkata,24-04-2021,394.3,172.6,88.4,80,192.9
Bangalore,24-04-2021,280,428,17.5,38.1,478
Delhi,25-04-2021,382.5,272.6,38.2,0.6,294.6
Mumbai,25-04-2021,109.1,286.6,147.8,48.4,220.8
Chennai,25-04-2021,85.6,32.7,34.2,97.8,358.1
Kolkata,25-04-2021,57.7,190.4,64.7,6.9,110.2
Bangalore,25-04-2021,229.9,497.2,15.1,6.2,49.1
Delhi,26-04-2021,43.2,566.1,11.7,85.2,157.7
Mumbai,26-04-2021,243.1,348.4,31.1,12.8,166.7
Chennai,26-04-2021,87.9,90.7,111,7.7,257.5
Kolkata,26-04-2021,409.7,295,120.1,59.4,139.8
Bangalore,26-04-2021,418.5,546.9,18.7,64.9,183.5
Delhi,27-04-2021,224,535.1,73,2.6,340.9
Mumbai,27-04-2021,256.3,83.9,49.4,9.4,303.6
Chennai,27-04-2021,243.1,217.2,97.4,78.7,442.9
Kolkata,27-04-2021,100.8,559.9,140.6,66.4,183.1
Bangalore,27-04-2021,287.7,297,75,27.2,51.6
Delhi,28-04-2021,213.9,171.8,76.9,42.7,406.2
Mumbai,28-04-2021,403.7,28.2,10,90.8,132.7
Chennai,28-04-2021,243.6,567.2,56.3,31.3,2.7
Kolkata,28-04-2021,179.1,531.4,30,24.5,335.8
Bangalore,28-04-2021,54.9,468.3,3.1,34.1,445.2
Delhi,29-04-2021,305,427.7,21.9,78.3,195.9
Mumbai,29-04-2021,211.3,21.9,79.3,84.5,247.3
Chennai,29-04-2021,336.3,208.1,9.9,40.9,389.2
Kolkata,29-04-2021,17.6,60.9,39.7,3,334.2
Bangalore,29-04-2021,158.2,404.6,83.4,82.8,50.1
Delhi,30-04-2021,174.2,423.2,78.2,20.8,432.8
Mumbai,30-04-2021,192.2,556.9,52.8,61.4,274.6
Chennai,30-04-2021,494.3,307.8,100,4.4,225.6
Kolkata,30-04-2021,28.1,444.1,130,52.1,433.4
Bangalore,30-04-2021,45,339,25.2,98,87.9
Delhi,01-05-2021,60.5,478.1,83.3,20.2,12
Mumbai,01-05-2021,236,107.8,11.8,91.1,40.5
Chennai,01-05-2021,258.6,166,53.9,48.7,356.8
Kolkata,01-05-2021,303.2,406.1,120.1,1.7,160.3
Bangalore,01-05-2021,165.8,375.7,41.8,41.4,49.4
Delhi,02-05-2021,310.6,501.8,132.8,36.9,284.1
Mumbai,02-05-2021,327,305.6,67.5,12.3,139.6
Chennai,02-05-2021,324.4,386.9,120.4,86.6,40.3
Kolkata,02-05-2021,313.9,388.9,23.9,23.3,326.9
Bangalore,02-05-2021,59.1,309.3,78,61.9,193.7
Delhi,03-05-2021,317.1,511.4,73.9,10.9,322
Mumbai,03-05-2021,377.5,353,121.9,78.9,434.5
Chennai,03-05-2021,136.6,305.6,92,39.8,261.3
Kolkata,03-05-2021,188.3,459.1,111.3,4,384.2
Bangalore,03-05-2021,360.2,554.3,66.9,14.5,385.6
Delhi,04-05-2021,85.4,146.6,135.6,54.7,21.1
Mumbai,04-05-2021,186.1,201.8,99.5,41.2,345.3
Chennai,04-05-2021,413.3,251.1,57.1,59.6,124.8
Kolkata,04-05-2021,490.2,395.7,63.4,38.8,150.9
Bangalore,04-05-2021,140.2,440.7,45.7,74.6,235.9
Delhi,05-05-2021,447.7,66.5,136.5,99.3,498.2
Mumbai,05-05-2021,234.4,287.3,52.1,45.8,489.9
Chennai,05-05-2021,375.6,221,28.3,92.6,345.4
Kolkata,05-05-2021,378.6,173.8,109,7.1,3.2
Bangalore,05-05-2021,366.2,69.5,70.9,95.5,286.2
Delhi,06-05-2021,109.5,442,97.4,28.1,258.4
Mumbai,06-05-2021,138.5,535.9,53.4,83.1,11.5
Chennai,06-05-2021,441.3,137.2,35,62.5,193.3
Kolkata,06-05-2021,135.9,35.3,22.6,12,223.9
Bangalore,06-05-2021,338.8,310.3,27.8,58,166.7
Delhi,07-05-2021,243.5,155.1,68.7,73.3,466
Mumbai,07-05-2021,278.6,129.9,29.1,12.7,181.4
Chennai,07-05-2021,93.7,215.2,57.8,38.2,200.3
Kolkata,07-05-2021,91.6,170.7,17.3,9,70.6
Bangalore,07-05-2021,19.6,168.9,81.9,62.6,237.8
Delhi,08-05-2021,312.7,546.8,35.6,38.4,83.9
Mumbai,08-05-2021,98.2,166,62.1,37.8,121.5
Chennai,08-05-2021,326.3,386.2,24.2,1.6,213.6
Kolkata,08-05-2021,487.6,540,54.8,92.8,313
Bangalore,08-05-2021,106.3,404.2,132.8,21.5,252.4
Delhi,09-05-2021,184.1,453.3,142.5,43.9,494.5
Mumbai,09-05-2021,454.4,97.1,45,87.8,41
Chennai,09-05-2021,28.9,506.8,41.3,68.5,190.1
Kolkata,09-05-2021,357.3,42.2,120.7,57.2,120.9
Bangalore,09-05-2021,408.8,51.5,97.1,6.5,187.9
Delhi,10-05-2021,34,423.9,142.8,6.7,300.5
Mumbai,10-05-2021,38.3,562.5,110.1,94.4,220.9
Chennai,10-05-2021,437.7,149.1,108,68.9,396.1
Kolkata,10-05-2021,441,343.4,70.1,25.7,191.8
Bangalore,10-05-2021,256.1,412.6,118.1,91.5,3.3
Delhi,11-05-2021,260,51.3,111.8,41,338.7
Mumbai,11-05-2021,351.7,425.4,130.3,37.8,247.4
Chennai,11-05-2021,39.7,448.3,117.3,43.1,108.3
Kolkata,11-05-2021,479.7,576.6,93.5,55.4,65.5
Bangalore,11-05-2021,288.7,414.1,6.3,76.2,498.1
Delhi,12-05-2021,75.7,560.5,19.9,26.9,410.6
Mumbai,12-05-2021,32.2,409.3,62.2,77.8,273.5
Chennai,12-05-2021,412.3,371.5,134.7,82.9,401.5
Kolkata,12-05-2021,1.5,543.7,91.5,74.8,187.8
Bangalore,12-05-2021,452.1,574.7,107.4,6.8,134.1
Delhi,13-05-2021,104.4,45.7,33.7,28.7,490.4
Mumbai,13-05-2021,281.5,220.7,115,19.9,153.3
Chennai,13-05-2021,51,456.8,50.5,13.1,473.2
Kolkata,13-05-2021,110.5,339.4,74.1,49.9,462.1
Bangalore,13-05-2021,482.6,533.9,109.1,73.6,488.6
Delhi,14-05-2021,25.4,488.3,7.5,82.3,310.3
Mumbai,14-05-2021,348.7,110,13.2,97.6,409.9
Chennai,14-05-2021,339.5,216.5,92.8,36.8,61.7
Kolkata,14-05-2021,212.5,211.4,3,32.5,77.6
Bangalore,14-05-2021,319.2,147.9,43.7,26.8,263.4
Delhi,15-05-2021,36.4,16.9,123.8,98.5,256.5
Mumbai,15-05-2021,295.4,456.4,53.2,88.4,154.8
Chennai,15-05-2021,189.5,527.4,147.2,59,406.7
Kolkata,15-05-2021,262.9,547.7,17.3,47.8,482.3
Bangalore,15-05-2021,456.5,73.9,94.2,96.5,493.9
Delhi,16-05-2021,91.4,574.6,76.8,62,371.9
Mumbai,16-05-2021,327.9,483.1,33.3,5.8,282.6
Chennai,16-05-2021,163.2,113.1,7.1,87.4,402.4
Kolkata,16-05-2021,23.8,346.1,84.2,42.6,269.3
Bangalore,16-05-2021,196.8,346.8,5.7,95.8,142.9
Delhi,17-05-2021,441.1,305.7,71.5,23.3,105.9
Mumbai,17-05-2021,226.4,518.7,48.4,97.8,259.4
Chennai,17-05-2021,72.6,354.6,148.3,59.4,109
Kolkata,17-05-2021,425.6,34.4,33.1,65.8,235.1
Bangalore,17-05-2021,127,492.4,3.5,66.9,107.1
Delhi,18-05-2021,267,140.4,55.5,15.1,461.5
Mumbai,18-05-2021,267.4,284.5,87,98,337.1
Chennai,18-05-2021,442.4,276.5,83.9,83.6,336.6
Kolkata,18-05-2021,63.7,482.4,127,86.9,65.9
Bangalore,18-05-2021,381.9,363.8,103.8,35.2,90.8
Delhi,19-05-2021,188.8,168.2,40.9,22.8,296.7
Mumbai,19-05-2021,195.3,249.6,52.8,88.1,432.6
Chennai,19-05-2021,35.4,437.2,104.7,53.4,379.3
Kolkata,19-05-2021,96.5,10,118.7,97.9,438.8
Bangalore,19-05-2021,381.1,353.5,91.6,0.9,107.3
Delhi,20-05-2021,447.1,402.2,133.4,56.7,142.9
Mumbai,20-05-2021,354.4,51.8,32.8,38.3,402.9
Chennai,20-05-2021,269.8,282.9,26,84.5,134.3
Kolkata,20-05-2021,115.4,344.9,139.5,22,393.2
Bangalore,20-05-2021,258.3,142,140.5,5.8,176.9
Delhi,21-05-2021,475.7,108.5,44.5,10.3,415.1
Mumbai,21-05-2021,257.3,323.2,49.1,68.1,278
Chennai,21-05-2021,493,180.3,3.7,75,274.2
Kolkata,21-05-2021,421,322.5,30.7,41.4,158.8
Bangalore,21-05-2021,95.1,437.9,149.1,52.1,471.1
Delhi,22-05-2021,433.2,258.6,121.4,97.8,391.9
Mumbai,22-05-2021,10.8,335.3,139.9,65,134.9
Chennai,22-05-2021,168.6,341.5,131.4,50.8,384.5
Kolkata,22-05-2021,39.7,463.7,47.5,70.7,479.8
Bangalore,22-05-2021,186.5,488.8,85.3,4.1,297.6
Delhi,23-05-2021,48.6,235.9,98.7,4.9,415.9
Mumbai,23-05-2021,220.5,527.4,68.4,32.8,345.4
Chennai,23-05-2021,259.3,130.6,22.7,96.4,219.1
Kolkata,23-05-2021,137.6,216.1,115.8,77.9,84.8
Bangalore,23-05-2021,260,125.6,92.9,18.4,37.1
Delhi,24-05-2021,87.3,523.6,64.9,53.7,495.5
Mumbai,24-05-2021,344.7,385.7,127.3,81.7,172.9
Chennai,24-05-2021,351,104.4,23,86.6,8.7
Kolkata,24-05-2021,103,0.5,2.1,88.4,408.3
Bangalore,24-05-2021,374.6,2.6,139.9,58.9,37.1
Delhi,25-05-2021,26.6,408.8,46.8,19.2,125.4
Mumbai,25-05-2021,236.8,358.7,51.2,13.3,318
Chennai,25-05-2021,67.2,561,129.1,96.3,361.1
Kolkata,25-05-2021,494.4,367.8,64.7,64.5,7
Bangalore,25-05-2021,437.1,497.5,24.2,15.8,227
Delhi,26-05-2021,153.1,231.5,40.8,5.7,161
Mumbai,26-05-2021,360.6,385.5,29.2,37.5,183.7
Chennai,26-05-2021,472.9,134.7,144.2,75.7,446.5
Kolkata,26-05-2021,5.1,94.8,79.3,59.2,95.8
Bangalore,26-05-2021,475.1,547.6,114.5,90.2,235.6
Delhi,27-05-2021,440.3,63.6,112.5,85.5,352.8
Mumbai,27-05-2021,224.7,585.3,16.5,72,133.8
Chennai,27-05-2021,254.1,12.3,147.2,94.5,437.6
Kolkata,27-05-2021,466,70,63.8,37.7,353.5
Bangalore,27-05-2021,76.4,96.4,116.2,90.5,411.3
Delhi,28-05-2021,112.5,506.4,46.8,95.8,187.5
Mumbai,28-05-2021,403.3,151.4,36.8,20.2,483.1
Chennai,28-05-2021,432,164.6,16.2,24.8,263
Kolkata,28-05-2021,201.8,449.8,51.3,6.5,309.9
Bangalore,28-05-2021,317.4,74.2,143.6,61.2,218.1
Delhi,29-05-2021,306.3,551,74.7,98.6,451.2
Mumbai,29-05-2021,225.8,363.8,65.6,64,363.4
Chennai,29-05-2021,140.8,22.4,90.4,1.4,78.5
Kolkata,29-05-2021,72.1,540.3,30.3,84.1,356.9
Bangalore,29-05-2021,324.2,488.7,7,21.8,145.8
Delhi,30-05-2021,400.6,200.4,142.5,88.7,20.6
Mumbai,30-05-2021,96,591.9,145.8,2.3,76.6
Chennai,30-05-2021,437.8,414.1,144.1,29.2,50.3
Kolkata,30-05-2021,138.1,110.8,109.5,58.9,419.9
Bangalore,30-05-2021,370.6,243.5,43.7,61.4,27.7
Delhi,31-05-2021,362,299.3,33.9,36.3,110.4
Mumbai,31-05-2021,296.8,4.9,86,61.6,354.8
Chennai,31-05-2021,438.9,285.6,94,40.3,399
Kolkata,31-05-2021,203,565.8,148.7,96.9,171.8
Bangalore,31-05-2021,266.9,216.1,98.5,42.8,38.8
Delhi,01-06-2021,416.8,404.3,52,56.7,323
Mumbai,01-06-2021,394.5,69.7,12.2,94.9,295.5
Chennai,01-06-2021,484.5,98.8,28.2,34.8,226.8
Kolkata,01-06-2021,12.8,470.6,17.4,5.7,328.8
Bangalore,01-06-2021,463.2,554,73.7,4.7,286.5
Delhi,02-06-2021,17.5,306.7,111.8,22.2,41.4
Mumbai,02-06-2021,4.3,109.9,124.6,7.8,268.2
Chennai,02-06-2021,432.4,591.8,65.3,18,27.4
Kolkata,02-06-2021,197,488.2,82.1,81.5,16.8
Bangalore,02-06-2021,459.8,107.4,37.8,54.7,66.9
Delhi,03-06-2021,409.2,228.1,108.2,92,173
Mumbai,03-06-2021,487,286.8,109.4,16.8,87.6
Chennai,03-06-2021,376.3,363.2,67.3,69.9,60.7
Kolkata,03-06-2021,271.9,314.1,82.8,70.4,190.1
Bangalore,03-06-2021,286.1,323.8,1.1,77.1,361.4
Delhi,04-06-2021,415,129.4,62.5,75.2,181.8
Mumbai,04-06-2021,258.5,324.1,63,2.7,493.3
Chennai,04-06-2021,455.1,574.1,105.7,2.3,143.6
Kolkata,04-06-2021,46.2,346.7,52.3,54.1,405.2
Bangalore,04-06-2021,216.2,142.4,145.3,53.2,142.6
Delhi,05-06-2021,223.7,185.6,70.4,22.4,107.5
Mumbai,05-06-2021,375.2,258.3,16.4,40.7,179
Chennai,05-06-2021,17.2,205,44,95.7,177.1
Kolkata,05-06-2021,366.3,508.5,52.5,80.4,486.7
Bangalore,05-06-2021,494.8,483.4,91.9,41,241.5
Delhi,06-06-2021,261.5,36.7,119.5,46.8,44.7
Mumbai,06-06-2021,82,599.5,77.5,45.8,181.9
Chennai,06-06-2021,335.5,346.3,3.8,18.8,263
Kolkata,06-06-2021,60,166,131.1,76.8,373.2
Bangalore,06-06-2021,204.4,304,123,40.9,74.9
Delhi,07-06-2021,285.5,536.1,103.1,39.2,173.7
Mumbai,07-06-2021,71.4,305,19.5,10.7,176.1
Chennai,07-06-2021,308,363.9,26.8,48.8,165.4
Kolkata,07-06-2021,341.4,364.7,38.9,25.6,11.2
Bangalore,07-06-2021,3.4,550,18.7,89.5,147.6
Delhi,08-06-2021,310.8,195.2,3,25.9,146
Mumbai,08-06-2021,443.4,125.7,0.7,12.8,255
Chennai,08-06-2021,88.7,296.6,31.3,96.5,421.2
Kolkata,08-06-2021,40.8,470.6,92.4,8.8,17.7
Bangalore,08-06-2021,109.9,518.9,144.3,57.8,335.6
Delhi,09-06-2021,129.3,488.3,39.4,99.7,375.6
Mumbai,09-06-2021,34.6,323.7,144.1,59.7,296.9
Chennai,09-06-2021,449.6,502.4,1.1,90.3,429.6
Kolkata,09-06-2021,382,224.5,107.6,90.9,118.2
Bangalore,09-06-2021,62.9,285,10.5,88.1,489
Delhi,10-06-2021,454,594.2,75.3,96.4,85.9
Mumbai,10-06-2021,214.7,321.2,10.6,47.1,375.5
Chennai,10-06-2021,219.7,15,78.5,27.9,319
Kolkata,10-06-2021,374.7,574.4,53,71.1,295.6
Bangalore,10-06-2021,347,515.5,136.7,32.3,295.8
Delhi,11-06-2021,212.2,522.1,109.7,48.3,272.8
Mumbai,11-06-2021,338.9,279.1,2.4,83.3,256.4
Chennai,11-06-2021,159.7,420,126.1,65.9,263.6
Kolkata,11-06-2021,377,112.9,91,10.9,133.9
Bangalore,11-06-2021,72.1,178.8,128.1,81.8,263.5
Delhi,12-06-2021,319.5,160.4,15.4,39.3,233.4
Mumbai,12-06-2021,151.5,315.6,147.1,41.3,457.5
Chennai,12-06-2021,269.2,306.3,14.4,81.5,312.9
Kolkata,12-06-2021,80.8,336.4,113.8,53,295.3
Bangalore,12-06-2021,26.7,159.7,7.3,24.4,388.3
Delhi,13-06-2021,390.4,5.9,62.4,39.6,19.5
Mumbai,13-06-2021,123.1,464.7,126.7,62.1,394.8
Chennai,13-06-2021,480.3,522.4,30.2,84.2,492.3
Kolkata,13-06-2021,231.8,572.7,56.2,21.8,318.5
Bangalore,13-06-2021,85.6,391.3,2.3,2,122.8
Delhi,14-06-2021,347,168.2,61.6,95.9,164
Mumbai,14-06-2021,20.7,470.6,122.9,28.7,188.9
Chennai,14-06-2021,2,359.8,45.3,52.4,356
Kolkata,14-06-2021,169.1,439.1,12.9,78.6,383
Bangalore,14-06-2021,498.1,9.4,120.4,77.2,356.3
Delhi,15-06-2021,291.5,492.2,75.9,39.6,238.3
Mumbai,15-06-2021,377.2,497.7,42.6,93.7,304
Chennai,15-06-2021,94.1,38.2,54.1,35,104.2
Kolkata,15-06-2021,32.8,291.7,61.2,83.5,57.7
Bangalore,15-06-2021,467.5,493.4,53.7,4.5,165.8
Delhi,16-06-2021,262,472.7,96,99.3,496.9
Mumbai,16-06-2021,493.8,63.4,61.4,62.5,188.8
Chennai,16-06-2021,199.7,39.3,108.8,41.2,411.6
Kolkata,16-06-2021,376.1,115.4,106.7,70.8,403.2
Bangalore,16-06-2021,458.2,60.1,48.7,50.5,316.6
Delhi,17-06-2021,353.3,219.4,101.3,14,343.3
Mumbai,17-06-2021,213.9,390.1,98.5,80,427.9
Chennai,17-06-2021,52,177.2,135.3,54,151.2
Kolkata,17-06-2021,147.2,194.5,44.1,47.6,391.6
Bangalore,17-06-2021,144.9,88.3,15.5,32.9,172
Delhi,18-06-2021,231.9,93.8,148.6,81.8,47.7
Mumbai,18-06-2021,423.7,226.2,104,17.1,312.9
Chennai,18-06-2021,252.4,513.4,140,39.5,164.6
Kolkata,18-06-2021,134,212.1,105.5,69.5,101.5
Bangalore,18-06-2021,92.5,245.9,4.3,68.3,128.9
Delhi,19-06-2021,274,38.3,127.7,54.7,131.7
Mumbai,19-06-2021,131.4,323.8,122.1,94.3,64.2
Chennai,19-06-2021,308.7,448.5,52.6,12.2,352.2
Kolkata,19-06-2021,305.8,274.9,25.1,18,215.4
Bangalore,19-06-2021,443.3,413.2,104.3,55.7,351.5
Delhi,20-06-2021,498.3,128.6,90.9,26.2,270.2
Mumbai,20-06-2021,384,466.7,107.9,22.6,17.4
Chennai,20-06-2021,59.5,280.7,97.8,48.8,203.8
Kolkata,20-06-2021,38.1,565.9,15.6,58.1,167
Bangalore,20-06-2021,234.3,86.6,99.6,55.7,221.7
Delhi,21-06-2021,187.3,481.2,7.3,10.3,406.8
Mumbai,21-06-2021,221,85.2,5.8,64.1,264.1
Chennai,21-06-2021,158.2,594.5,41.6,6.1,29.8
Kolkata,21-06-2021,284.1,105.7,65.8,66,72.4
Bangalore,21-06-2021,376.7,358.9,142.8,76,368.1
Delhi,22-06-2021,153.9,542.8,12.7,87.3,227.1
Mumbai,22-06-2021,260.6,270.9,97.7,77.5,196
Chennai,22-06-2021,493.2,498.9,132.2,74.8,140.8
Kolkata,22-06-2021,95.9,346.5,91.8,50.8,69.3
Bangalore,22-06-2021,446.7,50.2,20.5,77.2,394.7
Delhi,23-06-2021,68.6,479,28.4,81.7,266.6
Mumbai,23-06-2021,108.4,267.4,31.1,54.1,145.4
Chennai,23-06-2021,89.7,562,144.1,84.4,209.2
Kolkata,23-06-2021,77.7,223.8,57.9,15.4,347.6
Bangalore,23-06-2021,487.8,70.3,14.9,66,177.7
Delhi,24-06-2021,10,58.6,107,66.6,132.1
Mumbai,24-06-2021,248.9,181,1.4,1.8,392.9
Chennai,24-06-2021,125.5,323.7,74.5,26.1,300.3
Kolkata,24-06-2021,227.6,429.1,133.5,55.8,485.5
Bangalore,24-06-2021,483.3,147.5,21.7,2.9,250.9
Delhi,25-06-2021,386.6,431.7,58.3,42.9,336.2
Mumbai,25-06-2021,378.7,476.7,135.8,19.7,6.2
Chennai,25-06-2021,295.4,36.8,123.7,95.5,405.1
Kolkata,25-06-2021,270.7,481,91.9,42.3,220.6
Bangalore,25-06-2021,386.2,326.4,19.8,77,130.3
Delhi,26-06-2021,292.7,430.2,62.5,59.3,94.6
Mumbai,26-06-2021,63.7,515.1,144.1,74.5,228.2
Chennai,26-06-2021,234.8,173.4,37.6,90.6,72.7
Kolkata,26-06-2021,408.6,68,132.4,72.3,183
Bangalore,26-06-2021,187.6,575.6,57,64.8,440.4
Delhi,27-06-2021,67.9,427.9,52.9,29.6,15.4
Mumbai,27-06-2021,186.1,245.9,1.2,21.5,324
Chennai,27-06-2021,250,423.7,56.5,83.8,46.8
Kolkata,27-06-2021,111,307.9,40.6,2.7,338.9
Bangalore,27-06-2021,373.5,503.3,43.4,34.3,28.5
Delhi,28-06-2021,421.8,36.6,39,82.1,183.6
Mumbai,28-06-2021,330.9,490.1,68.2,68.8,390.1
Chennai,28-06-2021,46.3,94.1,22.1,71.3,28.4
Kolkata,28-06-2021,116.7,205,90.1,39.2,180.8
Bangalore,28-06-2021,355.5,432.4,39.8,83.4,206.7
Delhi,29-06-2021,473.7,346.8,107.3,68.1,369.3
Mumbai,29-06-2021,132.9,236.8,90.8,79.5,245.3
Chennai,29-06-2021,123.5,549.4,147.1,83,219.7
Kolkata,29-06-2021,424.9,357.9,122.6,21.1,21.8
Bangalore,29-06-2021,149.4,549,26.1,60.3,2
Delhi,30-06-2021,497.2,435.2,11.7,95.5,121.1
Mumbai,30-06-2021,119.8,380.3,39,99.1,462.5
Chennai,30-06-2021,61.4,358.8,147.7,52.2,41.4
Kolkata,30-06-2021,347,29.2,128.8,3.9,164.1
Bangalore,30-06-2021,357.1,102.2,99.9,88.7,248.2
Delhi,01-07-2021,458.1,368.6,104,6.3,337.9
Mumbai,01-07-2021,279.4,174.8,113.4,56.8,224.7
Chennai,01-07-2021,208.6,396.1,4.2,7.8,210.8
Kolkata,01-07-2021,95,237.9,2.8,64.3,394.4
Bangalore,01-07-2021,5.5,439.4,73.3,58.8,233.1
Delhi,02-07-2021,180.8,536.1,118.5,45.7,324.5
Mumbai,02-07-2021,245.9,554,109.5,82.1,86.5
Chennai,02-07-2021,221.3,448.8,10.9,45.6,393.4
Kolkata,02-07-2021,28.5,181.4,117.4,19.6,356.4
Bangalore,02-07-2021,4.2,84.4,78.3,9.6,321.4
Delhi,03-07-2021,419.5,318.6,61.6,9.1,266.4
Mumbai,03-07-2021,330.7,484.8,20.2,1.2,362.1
Chennai,03-07-2021,150.9,548.7,71.5,42.7,66.4
Kolkata,03-07-2021,96.7,215.3,20.4,33.3,210.3
Bangalore,03-07-2021,140.4,115.8,82.7,99.9,236.7
Delhi,04-07-2021,302.7,391.3,48.6,52.8,321.5
Mumbai,04-07-2021,422.1,16.4,51.6,98.2,153.2
Chennai,04-07-2021,380.8,77.2,107.5,1.7,361.8
Kolkata,04-07-2021,282.3,57.3,143.2,90.3,383.3
Bangalore,04-07-2021,46,343.2,40.9,5.7,21.7
Delhi,05-07-2021,391.9,73,146.5,54.9,96
Mumbai,05-07-2021,291.9,317.5,64.5,59.8,370.8
Chennai,05-07-2021,180.1,58.6,79.1,98.5,290.1
Kolkata,05-07-2021,212.1,502,22.4,16.7,340.2
Bangalore,05-07-2021,303.4,312.4,126.3,13.5,371.1
Delhi,06-07-2021,340.1,280.7,68.8,68.4,481.4
Mumbai,06-07-2021,413.9,375.6,132.6,4.1,441.3
Chennai,06-07-2021,422.2,116.5,114.1,89.4,270.2
Kolkata,06-07-2021,119.1,315.2,124.1,62.6,86.9
Bangalore,06-07-2021,440.7,113.5,23.8,83.2,389.4
Delhi,07-07-2021,256.7,83.2,26.1,32,352.2
